author,text,time,votes,cid
@lmnophjh,비현실적인 남편을 세워놓고 저렇게 되라는 교육 영상인가요?,2일 전,1,UgwpcVqEQuPqFia8yfd4AaABAg
@원민희-k8l,😢😢😢,2일 전,0,UgwwpxA4XRF2UIQNI3F4AaABAg
@일상-의-소중함,ㅋㅋㅋ 실상은 내우울증을 부르는 남편 ㅋㅋㅋㅋ 우울증의 원인이 저놈이 아닐까 싶은 그런.ㅋㅋㅋㅋㅋ,2일 전,1,UgyL3TttDtgasNkxbMV4AaABAg
@KNS-o5n,우리 가족도 저래요ㅠㅠ,2일 전,0,UgwyDk_YQKj85vhEWOJ4AaABAg
@HKYenergylab,우울증. 초기에 치료해야 효과가 있습니다.,2일 전,0,UgzGC8MMV2hIMhsRqO94AaABAg
@carbonblack3810,일본영화 남편이우울증에걸려서를 성역활만 바뀌고 완전히 따라했네 그래도 일은 잘했는데 너무 따라했다,2일 전,0,Ugw2xmCcOHcsfuSILnp4AaABAg
@rkdghwns14,"어느 날 우울증을 극복하고 지난 날들을 돌이켜 보면,,,, 고마웠던 장면들이 스쳐 지나가더라....' 잘 되라고, 이 또한 지나간다고',,, 옆에서 지켜봐주고 응원해줬던 모든  분들에게 감사합니다.",2일 전,2,UgzJyxIZ8OdZA5j1Nc14AaABAg
@user-vg7gw3xp2p,"세상은 원래 거지 같은 곳이고 불행은 필연적으로 일어나기 마련이죠... 그러나 사소한 행운도 반드시 잇따른다고 믿습니다. 그런 사소한 행운이 작은 행복이 되고 삶을 이어나가는 데 도움이 될 거라 생각하고 살고 있어요. 저는 솔직히 꽤 불우한 가정환경에서 자랐어요. 예전엔 자해도 하고 죽으려고 시도도 하고 그랬는데. 많은 시간을 견디고 견딘 후 내린 결론은 인생은 원래 이런 것이다,였어요. 그냥 살아가는 것이다. 어차피 한 번밖에 주어지지 않는 인생 되도록 할 수 있는 건 다 해보고 죽어야겠다는 생각이 들더라구요. 인터넷에 떠다니는 글 중에 제일 인상깊고, 제게 힘이 되준 글은 좀 웃기게도 '어차피 인간은 자동으로 죽으니 그냥 사세요'라는 글이었어요. 그 글을 처음 봤을 때는 아무 생각도 안 들었고, 두 번째 봤을 때는 그럴 수도 있겠다 싶었고 세 번째 봤을 때는 정말 그러네..? 하고 납득하기 시작했습니다. 그 뒤로 좀 마음에 여유가 생기기 시작했고 마인드도 조금씩 변했어요.
예전엔 저의 정상적이지 않은 가정환경을 원망하고 항상 분노에 차있었죠. 그런데 보면 그런다고 제 인생이 달라지지 않더라구요. 신한테 내 인생은 왜 이러냐고, 남들처럼 평범하지 않냐고 아무리 하소연해봤자 무심한 신은 제 현실을 바꿔주지 않더라구요. 그래서 그 뒤로 쓸데없는 감정소모는 그만두고, 사소한 행운에 기뻐하고 감사하며 어린아이처럼 살아가려 노력하고 있습니다. 

그냥 요즘 제 삶의 방식을 한 번 중얼거려봤고 ㅎㅎ 다른 분들은 또 생각이 다르시겠죠. 

모두 힘내시길 바랍니다",2일 전,0,Ugyj-qNzvt5QYzm-FX14AaABAg
@옭웱뭌,이걸 보니 오만가지 생각이 다 드네 지금은 혼자서도 버틸만한데 만약 내가 저정도로 우울증이 심해져서 보호를 받아야할 상황이 됐을때 내 가족은 어떻게 행동을 할지가 생각하기도 싫어진다 영상처럼 정말 헌신적으로 돌봐주면서 같이 버텨준다면 괜히 나때문에 고생하는거 때문에 죄책감이 들테고 반대로 나를 약해빠져서 정병이나 걸려서 남들 앞에 내놓기 부끄러운 자식 취급하면 진짜로 못버틸거 같다,2일 전,0,Ugw6EchztRYzF2CTbpN4AaABAg
@wonkim2020,"누군가를 케어한다는건 반드시 일하는데 영향을주고

그건 가정 여건에 영향을 주고 생존에 영향을주게됨

여차하면 악순환이 돌고돌게됨

힘내시길...",2일 전,0,UgzzpkCgeIHJGNI9pz94AaABAg
@쑝쑝-c6d,왜 항상 여성은 피해자의 입장으로 나올까? 현실은 반대인데,2일 전,0,UgwGwHRJB1og_sb9pZx4AaABAg
@박지원-m2e,"결혼안했고 하지만 의지박약이라는 한마디에 정말 많이 상처받아서 정말 울음어졌어요,,",2일 전,0,UgxP9GPINb8AqfWdko14AaABAg
@nyong-m7t,세상이 너무 아름답고 멋진데 그런 세상에서 저는 사랑받지 못하는 사람이라 살아갈 용기가 안나요 이겨내려고 했는데 안될거 같아요,2일 전,0,UgyOkPSgYPkntwGEfnB4AaABAg
@상식이통하는나라,"긴 터널을 뚫고 다시 세상 밖으로 나와준 여보야~~
그 고통 알아주지 못해 속상했지?? 
그럼에도 불구하고 노력하고 노력해서..
그리고 나를 믿고 의지 해줘서 너무 고마워~",2일 전,4,UgyzBLTHBXQzva1l7hh4AaABAg
@럭키-x4d,우리 남편은 모른척하는데 그것만으로도 감사해요. 둘째 아이 낳고서 산후공황이 왔는데 그뒤로 쭉 중증 우울증으로 고생하고 있어요. 우울증 앓으면서 두이이 키워서 대학보내고 진짜 힘들었어요. 죽을것만 같았는데 이병은 계속 재발을 해서 힘든병 같아요. 우울증도 오래 앓으면 합병증들이 오더라구요. 우울증 걸리면 빨리 적극적으로 치료해서 초기에 고쳐야해요. 모르고 있다가 깊어지면 견디기 너무 힘든 병입니다.,2일 전,1,UgzFO5oiGYKEDM0_eE54AaABAg
@ltiddd2518,"우울증은 엄연한 병입니다. 신경계 이상으로인해 세로토닌이 부족하여 온다는게 정설이죠, 심지어 대장내 미생물 불균형으로 인하여 올 수도 있는게 우울증입니다. 단순 우울감과 착각하지 마세요",2일 전,1,Ugwu2L7YYKt8Y6j7ZUh4AaABAg
@성이름-k9f7w,눈물나넹,2일 전,0,UgwwkydkkxvbLv9tuQp4AaABAg
@KIMKIM-wo5nz,"나는 내가 이겨내서 나보다 잘나고 똑똑한 내 동생도 이겨낼줄 알았다.
나 사느라 바빠서 동생이 그렇게 힘들고 외롭고 무서워 하는지 몰랐고, 시그널들을 몰라본게 너무 미안하다",3일 전,0,UgykANxLCHB2G-9CcCV4AaABAg
@winteeliliili,"나때문에 우울증 걸리겠다고 말하던 남편
아픈 나랑 살면서 얼마나 힘들면 저런 얘기를 할까 이해하고 싶다가도 
포기하지 않고 곁에 있어주는 저런 남편들 보면 
마음이 아린다
신기하게도 헤어지고 나는 우울증이 나았다",3일 전,19,Ugz4pWq0HkWsU5O1YNF4AaABAg
@ggogiyo,댓글들이 핀트가 많이 나가있는 느낌 ㅠㅠ 좋은 영상 감사합니다,3일 전,0,UgzI-jr1KkPRlNcZgHR4AaABAg
@지니-d4y1r,"제가 느끼는 우울증은...
DNA처럼 몸에 이미 박혀있는 무언가 같아요..ㅎ

어떤 사건, 시기에 따라
없던게 생기는게 아니라
이미 우울증의 씨앗을 갖고 있는데
어떠한 사건으로 발현이 되는...

심하게 우울하다가도 괜찮아지고
괜찮다가도 죽고싶어지는
마치 파도 위에 떠있는 작은 배 한척..이랄까

그 씨앗이 없는 사람은
인생이 계단처럼
올라가다 잠시 막혔는데
막혀있던걸 지나면 다시 올라갈 수 있는 계단.

씨앗을 갖고 있는 사람은
울렁울렁
막혔던걸 넘었다고 생각했는데
물결 모양처럼 다시 내리막..

이렇게 느껴져요 ㅎㅎ



그래서 우울증이 없어지게 
극복하는게 아니라
조금씩 나아지고
다시 돌아오는 패턴을 늦출 수 있는 방법을 찾아가는 과정이 중요한 것 같아요


가끔씩 
세상에서 처음부터 없던 존재가 되었으면... 하고 생각하는데
그러기엔 나의 죽음 뒤에 아파할 주변 사람들에게 너무 미안해서 
마음을 다잡곤합니다


그냥.. 남 탓 하면서 살자구요..ㅎ",3일 전,1,Ugy-2p8k1-XrOI64QzN4AaABAg
@물붕,"이 단편드라마랑 우리들의 블루스에서 정성일, 신민아 배우가 나오는 회차랑 박보영 배우가 연기한 정신병동에도 아침이 와요 시청해 보세요. 우울증 환자인데 많은 공감을 느꼈습니다.",3일 전,2,Ugz1OGEKSmJVjZ0R1Wh4AaABAg
@아구아꼰가스Aguacongas,보복부 일 잘하네,4일 전,1,UgwFt4uXit4tW6g-7Ox4AaABAg
@marong-q6j,"이런 남편이 어딨냐고 댓글창 난리인데.. 현재 이런 남편이랑 결혼해서 살고있습니다.
실제로 주변에서도 이런 가정에 출실한 자상한 남자들 몇명 봤구요. 

물론 가정에 소홀한 남편이 더 많을거라고 생각은 해요.. 그런 가정에서 어릴때 자라기도 했고.
그렇지만 댓글들이 남편을 너무 일반화해서 악마같이 표현해서 안그런 사람들도 많이 있다고 알려주고싶어서 적어봅니다.",4일 전,1,UgzejE4Ny6Cupda4KCB4AaABAg
@쭈니혁이,응 퐁퐁,4일 전,1,UgyvnYnMlAkCqTEOOdB4AaABAg
@sue_p_er,"45초만에 영상보기를 포기했어요
못보겠네요 하ㅜ",4일 전,1,UgynaExD9CAl2sgr0bB4AaABAg
@minbong8184,"누군가를 어떤놈을 만나냐가 
가장 중요한게 아닐까?
차라리 혼자사는게 낳을지도",4일 전,2,UgytS5n-pfdVM2st6T14AaABAg
@금경원,"영상 남편은 착하다
아이들아빠는 날 무시한다
참고 기러기 생활을 하고 있다
미칠꺼 같지만 아이들 성인 될때 까지 참는다. 가슴을 치고 참고 난 또 참는다",4일 전,8,Ugz2aXUyXnVMN3NA-rF4AaABAg
@행복한풍선_act4man,남편이 우울증에 걸리기도 해요,4일 전,4,UgwokRiqCVxt6rzAZ8F4AaABAg
@livesmart9481,"DNA처럼 몸에 박혀있는 느낌이라는 표현을 읽고, 아~ 그럴수 있겠다 하고 생각했어요. 우리가 우리 자신의 유전자를 바꿀수 없지만, 그 순간순간을 버터내는 나름대로의 능력을 발전시켜가는거 같아요.
오늘 이 순간에도 지니님의 용기와 이 순간을 사랑하는 마음을 우리와 함께 댓글로 나눠주셔서 감사합니다 ❤
오늘 보다 더 나은 내일을 위해 응원합니다.",3일 전(수정됨),0,Ugy-2p8k1-XrOI64QzN4AaABAg.ASqxr-iVLI3ASrxsZq82Rv
@carbonblack3810,ㅈㄹ 일본영화 완전 배낌,2일 전,0,UgwFt4uXit4tW6g-7Ox4AaABAg.ASqcsPKw4tPASvio9bPcch
@썬-t4h,"저런 남편 부인이 우울증 걸린다는게 말이 되냐?
내남편 같은 사람이랑. 살면 벌써 죽었겠네😂😂😂😂",4일 전,7,UgxzLyx6sB4AmmtrB-R4AaABAg
@walahsb,"댓글들 전부 저런 남편만 찾고 본인이 저런 아내가 되어줄 생각은 전혀 안하네
우울증은 여자의 전유물이 아니다",4일 전,0,UgwQwQeTCG5u40Tb7lJ4AaABAg
@피다-v8v,"보건복지부 : 울어
나 : 네!!!!!!!!!!!!!",4일 전,0,UgwVaRuYst1B6sSZvQh4AaABAg
@루루링ez,왜 난 화가나지  너무너무 화가나 이런 남편이 있긴하겠지 내 남편만 아닐뿐 질린다는 남편 때문에 마음이 더 아파,4일 전,0,Ugw0oNJCPVanH3yqnVJ4AaABAg
@서미자-f1b,"하~우울증
생각하면 오래전 일임에도 눈물이 나네요
나는 죽을거같고 병원가는거보다 세수하기가 더괴로운데 식구들은 끼니때되면 나만
바라보니까 위로는커녕 가족들땜에 죽어버리고 싶었던그때 그세월이 몇년
이었었는지 기억도안나네",5일 전,1,Ugxss3_bOs2uFrRZO5F4AaABAg
@Seopzicosing,우울증처럼 보호자의 무조건적인 희생과 돌봄이 필요한 병도 없는 것 같다. 절박한 심정으로 응급실을 찾아도 문전박대 당한게 여러번이고… 중증 우울증의 경우에는 가족들의 정신적 육체적 소모가 엄청난데 이걸 사랑만으로 전부 포용할 수는 없더라. 우울증은 암과같은 질병이고 가족들도 전문가가 아니기 때문에 환자랑 같이 간호 우울증으로 이어지는 경우도 허다하다. 가족에게만 떠맡기지말고 사회적으로 우울증 환자들을 바깥으로 이끌어내고 수용할 수 있는 시스템이 형성되어야 한다.,5일 전,0,UgyMaOuQJxI6rEtiQjF4AaABAg
@채윤-l8i,"난 우울증에 불안에 강박에 공황까지 7년째인데, 남편은 병원한번 같이 가준적이 없다.
애때문에 이혼도 못하고,
그냥 나는 매일매일을 견딘다.
참 공감안되지만 그냥 부럽다",5일 전,0,UgyZlRstrEnRplromP54AaABAg
@이선영-n4b,"저는 집안 상태보면서 어..내집 모습이다 했어요 특히부엌
기운내서 정신건강의학과 예약하고 기다리고 있는데 가족들한테는 말못하고 있어요 이기분은 창피함때문 일까요?",5일 전,0,Ugx9ZJKqLpLHpaoEnjh4AaABAg
@범범범-q1h,그냥 드라마네 드라마 현실? 먹고살기 바빠서 자식들 잠들고있을때 출근해서 잠들때 들어오는게 남편들이다. 여유가 없는데 뭔 저런 남편이야? 여편내들아 당신 남편들 오늘도 우울함은 그저 여유에서 나오는가고 가족들 위해서 몸갈아 넣으며 출근한다.,5일 전,0,Ugxp8JHli5KBUIye7Ld4AaABAg
@루브GPT,"기사보고 영상 감동있게 보고 인류애 느끼려고 댓글창 열었는데....
세상의 모든 남편은 다 절대악으로 가득찬 댓글창에서 오늘도 인류애 박살나고 갑니다...
모든 남편들은 태어난 것만으로도 죽어마땅함을 댓글에서 배우고 갑니다.",6일 전,3,Ugx3IHCDmetbwYhkFvJ4AaABAg
@조조성은-k2j,이 영상보니 우울증 걸릴거같네 아답답해,6일 전,2,Ugy6Ptl88Nq4mKcXh4Z4AaABAg
@조조성은-k2j,저런 남편이 어딨냐ㅋㅋ겁나 비현실적이네,6일 전,0,UgxobfpmT56y7xAXblN4AaABAg
@christianrappastelfaith5198,다들 연기 너무 잘하세요...... 연기는 이럴 때 하라고 존재하는 것 같아요.... 많은 위로를 받고 갑니다.,6일 전,7,UgzANCvI3rPDrLy5xZd4AaABAg
@D4-HolyMolyGuaCaMole,잘찍었네요. 5분 보고 있기가 힘드네요. 건강한 사람들이 우울이 뭔지 이해하게 하고 싶은건가요.,6일 전(수정됨),0,UgzSy_KrYKW5QasHQgB4AaABAg
@양안나-t9b,저런 여자랑 살면  우울증 절로 생김,6일 전,0,UgyurUe6bOXja8t-hPh4AaABAg
@lilililil1r,근데 다들 왜 살아요? 사람이 살아가는 이유가 뭔지 6살 때부터 궁금했는데.. 내 의지와 상관없이 태어났으나죽지 못해서 꾸역꾸역 살아가는게 보통 인간의 공통적인 상황 아닌가?,8일 전,0,UgzcQPEP7TOO3juBY1V4AaABAg
@니나노-s5g,아이도 없는데 배우자가 우울증이라면 글쎄... 아이 낳으면 얼마나 더 심해질라구,8일 전,0,UgzESZoJSzI9SsaV6Ql4AaABAg
@user-gw4pb4jz6t,이거 딱 정반대로 남편 우울증 걸리고 여자가 챙겨주는 일본 영화 잇는데 그것도 추천드려요! “츠레가 우울증에 걸려서”,8일 전,0,Ugz508TByKU447ekicp4AaABAg
@handler167,무슨 이야기를 하는 건지 잘 모르겠음. 우울증으로 힘들어하는 사람들 중 배우자가 없는 사람이 더 많을 걸?,9일 전,0,Ugx7pgvFGbNHAlx8t894AaABAg
@choi-e2p,"난 저 주인공보다 더 중증인데...식욕사라져서 일주일이넘게 안먹다 생각나야 억지로 먹고..예전엔 좀 씻는텀이 길어졌는데 지금은 몇달..멍하니있거나 몇일자거나..그나마 예전엔 겨우겨우 조금일이라도하고 쇼핑으로 푸는건지 필요도없는거 쌓아놔서 빚때문에 문제생긴거 두번..근데 이제 돈도없지만 쇼핑도싫다..난 이대로가다 죽겠지..우울증초반에 생활팬턴 조절이안되서 자꾸퇴사해서 예전 능력안되니까 온식구가 나를 경제적인걸로 짖밟고 무시하고 귀찮은일 다 나한테 시키고 말안들으면 세상 모든일이 내책임이라는 가족들..이제 다 갈길가고 엄마만 남았는데 혜택은 남동생꺼고 모든 효도는 내책임..식구들부터 친척들한테까지 사건이 생기고 결말이 있는데 결말은빼고 사건만얘기해서 난 늙은엄마 등골빼서 먹고사는 나쁜년인데..엄마는 어렸을때부터 밥만줄줄알아서 반찬도라면도 제대로 못해서 나는안먹는다쳐도 본인은 정성도맛도 하나도없는것들 사다가 대충먹으니 맛있는게 자주먹고싶고 그럼 난 눈치껏 다 내돈으로 배달시키거나 만들어줘야하고..집에 생필품떨어지면 그것도 나..고양이들 아파서 병원가도 내몫..이러니 내가 쇼핑중독일때도 명품이런거 좋아하지도 않는데 생활비까지 들어가니 계속 빚지고..엄마는 끊임없이 나를 비판하고 욕하고 망신주는데 엄마 운전기사는 나만해야하고..아프면 약부터 다 내가가서 해야하고..
이젠 나는 그냥 내가 왜 살고있는지도 모르겠다..",9일 전,0,UgwzJgDODPGV2QVLv7Z4AaABAg
@퐁키-f7g,ㅎㅎ 남편들을 공공의 적으로 만들었죠,1일 전,0,Ugx3IHCDmetbwYhkFvJ4AaABAg.ASkkpSKgIduASw1FJ45fQX
@썰냥나비,사람들의 조회수가 높은 걸 보니 더욱 불안에 빠진 사회가 되어 가는 구나…,9일 전,0,Ugw3_qAa0vcrjNy6Xeh4AaABAg
@ttojinlee,"저도 우울증이라고 할 수는 없지만  사람이 공허해지는 날들이 있더라고요. 아침에 눈을 뜨면 빈 껍데기를 움직여야한다는 생각이 하루를 힘들게 해요... 끝도 없는 어둠을, 나의 바닥을, 나의 처참함을 보게됩니다. 이런 저의 마음은 아직 주변 사람들에게는 말해본적이 없네요... 나를 숨기고, 하루를 실망하고, 내일을 기대하지 않게 합니다. 그래도 하늘을 보는 것을 좋아하는 나를 위해 살아보려고 노력해요. 남들과 비슷하게, 평범하게가 너무 어렵다는 것을 매일 느끼며 살아갑니다. 그래도 저는 저에게 주어진 이 삶을 온전히 짊어지려고 합니다. 우리 주어진 삶을 마주보며 삻아가면 좋겠습니다. 이 영상 덕분에, 나의 마음을 오랫만에 들여다본 것 같네요. 언젠가 저에게도 저리 다정한 사람이 옆에 있으면 합니다 ㅎㅎ",9일 전,0,UgyBmLgid3zUREfTdDd4AaABAg
