Q,A,label,Original_A
귀가 간지러,누가 욕하고 있나봐요.,0,누가 욕하고 있나봐요.
귀가 윙윙거려,병원에 가세요.,0,병원에 가세요.
귀농 어때?,생각하기는 쉬운데 실천하기는 어려운 것 같아요.,0,생각하기는 쉬운데 실천하기는 어려운 것 같아요.
그 사람이 나 안 좋아하는 거 같아,슬픈 이야기네요.,0,슬픈 이야기네요.
그 사람이 나 좋아해줬으면 좋겠다,저도 간절히 기도 할게요.,0,저도 간절히 기도 할게요.
그 사람이 행복했으면 좋겠다,그렇게 될 수 있을 거예요.,0,그렇게 될 수 있을 거예요.
그 시절엔 다 그랬지,추억에 잠길 때도 필요해요.,0,추억에 잠길 때도 필요해요.
그냥 고백할걸,후회는 후회를 낳을뿐이에요. 용기 내세요.,0,후회는 후회를 낳을뿐이에요. 용기 내세요.
그냥 공무원이 좋을 듯,시작이 반이에요. 어서 준비하세요.,0,시작이 반이에요. 어서 준비하세요.
그냥 내버려 둬 주었으면,아무도 없는 곳으로 여행을 떠나보세요.,0,아무도 없는 곳으로 여행을 떠나보세요.
그냥 선 볼까?,많이 만나보세요.,0,많이 만나보세요.
그냥 쉬고 싶다,잠깐 바람 쐬고 오세요.,0,잠깐 바람 쐬고 오세요.
그냥 씹어야겠다.,다른 사람이 답답할 거예요.,0,다른 사람이 답답할 거예요.
그냥 이렇게 살고 싶어,살고 싶은대로 사세요.,0,살고 싶은대로 사세요.
그냥 자는 거 아니지?,많이 피곤한가봐요.,0,많이 피곤한가봐요.
그냥 잘못했다고 하면 될거 같은데 자꾸 변명해,피할 수 있으면 피하세요.,0,피할 수 있으면 피하세요.
그냥 택시 타야지.,조심히 오세요.,0,조심히 오세요.
그냥 할까?,실천이 말보다 낫죠.,0,실천이 말보다 낫죠.
그냥 혼자 밥이나 먹어야지,밥심으로 사는 거죠.,0,밥심으로 사는 거죠.
그냥 혼자 있는게 좋아,혼자만 있지 마세요.,0,혼자만 있지 마세요.
그동안 잘 지냈나요?,안부를 물어주시다니 감사합니다.,0,안부를 물어주시다니 감사합니다.
그땐 그랬지,추억에 잠길 때도 필요해요.,0,추억에 잠길 때도 필요해요.
그래 그러자,괜찮은 선택이길 바라요.,0,괜찮은 선택이길 바라요.
그래 이제 결정했어,좋은 결과 있을 거예요.,0,좋은 결과 있을 거예요.
그래도 좀 기대했는데,기쁜 마음으로 베풀고 보답을 바라지 마세요.,0,기쁜 마음으로 베풀고 보답을 바라지 마세요.
그런 말을 왜 하지,다른 사람 말은 신경쓰지 마세요.,0,다른 사람 말은 신경쓰지 마세요.
그런 사람인가보다 해야하나봐,대인배시군요.,0,대인배시군요.
그런 사람인갑다 해야지,대인배시군요.,0,대인배시군요.
그런 친구 아니었는데 너무 귀찮게 하네,친구가 좋아하나봐요.,0,친구가 좋아하나봐요.
그렇게 갈 거면서,이야기를 해보세요.,0,이야기를 해보세요.
그렇게 오래 살았는데도 이해를 못하겠어,온전한 이해는 없어요.,0,온전한 이해는 없어요.
그렇게 할래,괜찮은 선택이길 바라요.,0,괜찮은 선택이길 바라요.
그림 잘 그리고 싶다,학원을 다니거나 연습하면 잘할 수 있을 거예요.,0,학원을 다니거나 연습하면 잘할 수 있을 거예요.
그림 좀 잘 그렸으면 좋겠다,학원을 다니거나 연습하면 잘할 수 있을 거예요.,0,학원을 다니거나 연습하면 잘할 수 있을 거예요.
그만 두고 나오고 싶어,뒷감당 자신 있으면 하세요.,0,뒷감당 자신 있으면 하세요.
그만 먹어야 하는데,조금만 드세요,0,조금만 드세요
그만 살고싶어,당신을 소중하게 생각하세요.,0,당신을 소중하게 생각하세요.
그저 그런 하루,그런 하루도 감사한 마음을 가져보세요.,0,그런 하루도 감사한 마음을 가져보세요.
근사한 곳 알아 냈어,좋은 사람과 함께 가세요.,0,좋은 사람과 함께 가세요.
근육 있으면 멋있을텐데,저 말씀이신가요?,0,저 말씀이신가요?
금값 알아?,비싸요.,0,비싸요.
금값 어때,비싸요.,0,비싸요.
금사빠인가,호의인지 호감인지 헷갈리나요?,0,호의인지 호감인지 헷갈리나요?
금수저 물고 태어나면 좋겠지?,뭔가 안풀리는 일이 있나봐요.,0,뭔가 안풀리는 일이 있나봐요.
금수저로 태어났으면,아이를 금수저로 만들어주세요.,0,아이를 금수저로 만들어주세요.
금수저로 태어났으면 좋았을텐데,아이를 금수저로 만들어주세요.,0,아이를 금수저로 만들어주세요.
금연이 쉽지 않아,자신을 이겨야해요.,0,자신을 이겨야해요.
기 빨렸어,너무 긴장했나봐요.,0,너무 긴장했나봐요.
기념일 다 챙기는거 귀찮아,기념일 챙겨주면 좋아할거예요.,0,기념일 챙겨주면 좋아할거예요.
기념일 또 까먹었어,달력에 적어보세요.,0,달력에 적어보세요.
기념일 못챙겼어,달력에 적어보세요.,0,달력에 적어보세요.
기념일 챙기기 귀찮아,기념일 챙겨주면 좋아할거예요.,0,기념일 챙겨주면 좋아할거예요.
기능 좀 알려줘봐봐,당신의 삶을 응원해 드릴 수 있어요라고 감히 말해 봅니다.,0,당신의 삶을 응원해 드릴 수 있어요라고 감히 말해 봅니다.
기다리는 것도 지쳐,기다리지 마세요.,0,기다리지 마세요.
기다리라고 말 못하겠어,상대방의 선택에 맡겨보세요.,0,상대방의 선택에 맡겨보세요.
기다림이 습관이 됐나봐,좋은 분이시군요,0,좋은 분이시군요
기대가 무너졌어,베풀되 보답을 바라지 마세요.,0,베풀되 보답을 바라지 마세요.
기대가 부담스러운데 떨쳐낼 수 있는 방법 있을까?,자신을 사랑할수록 외부의 인정은 필요 없어요.,0,자신을 사랑할수록 외부의 인정은 필요 없어요.
기대하고 있었는데,상대에게 바라는 기대는 자신을 슬프게 해요.,0,상대에게 바라는 기대는 자신을 슬프게 해요.
기대하지 말걸,베풀되 보답을 바라지 마세요.,0,베풀되 보답을 바라지 마세요.
기대했는데,기쁜 마음으로 베풀고 보답을 바라지 마세요.,0,기쁜 마음으로 베풀고 보답을 바라지 마세요.
기댈 수 있는 사람,의지할 수 있는 사람이 곁에 있다는 건 큰 행운일 거예요.,0,의지할 수 있는 사람이 곁에 있다는 건 큰 행운일 거예요.
기력이 없어,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.,0,자신의 감정을 주변 사람들에게 터놓고 이야기해보세요.
기름값 올랐어.,대중교통을 이용해주세요.,0,대중교통을 이용해주세요.
기본이 뭔지도 모르는 것 같아.,각자가 생각하는 기본이 다를 수도 있어요.,0,각자가 생각하는 기본이 다를 수도 있어요.
기본이 안 되어 있어,각자가 생각하는 기본이 다를 수도 있어요.,0,각자가 생각하는 기본이 다를 수도 있어요.
기부 좀 했어요,좋은 일 하셨네요.,0,좋은 일 하셨네요.
기부했어,좋은 일 하셨네요.,0,좋은 일 하셨네요.
기분 꿀꿀해,내일은 오늘보다 나을 거예요.,0,내일은 오늘보다 나을 거예요.
기분 나쁜 농담을 계속하고 있어,정색 한번 해주세요.,0,정색 한번 해주세요.
기분 울적해서 좀 걷고 있어,걷다보면 조금 정리가 될 거예요.,0,걷다보면 조금 정리가 될 거예요.
기분 전환 하고 싶어,저랑 함께 해요.,0,저랑 함께 해요.
기분 전환이 필요해,저랑 함께 해요.,0,저랑 함께 해요.
기분이 그지 같아,신나는 음악 들어보세요.,0,신나는 음악 들어보세요.
기분이 더러워,경쾌한 음악 들어보세요.,0,경쾌한 음악 들어보세요.
기분이 묘해,왜일까요?,0,왜일까요?
기분이 이상해,무슨 이유인지 생각해보세요.,0,무슨 이유인지 생각해보세요.
기숙사 괜찮을까,혼자 사는 것보다 불편하겠죠.,0,혼자 사는 것보다 불편하겠죠.
기숙사 떨어졌어,다음 학기에는 학점 관리를 더 열심히 해봐요.,0,다음 학기에는 학점 관리를 더 열심히 해봐요.
기숙사 사는거 어떨까?,혼자 사는 것보다 불편하겠죠.,0,혼자 사는 것보다 불편하겠죠.
기숙사 살면 불편해?,혼자 사는 것보다 불편하겠죠.,0,혼자 사는 것보다 불편하겠죠.
기숙사 안됐어,다음 학기에는 학점 관리를 더 열심히 해봐요.,0,다음 학기에는 학점 관리를 더 열심히 해봐요.
기술 배울까,기술을 많이 알면 도움이 되겠죠.,0,기술을 많이 알면 도움이 되겠죠.
기차 타고 여행 가고 싶어,꿈꾸던 여행이네요.,0,꿈꾸던 여행이네요.
기차여행 가고 싶어,꿈꾸던 여행이네요.,0,꿈꾸던 여행이네요.
기침도 못하겠어,답답한 상황이네요.,0,답답한 상황이네요.
기침도 편하게 못해,답답한 상황이네요.,0,답답한 상황이네요.
기프트콘 받았어!,좋겠어요!,0,좋겠어요!
기프트콘 선물 괜찮을까?,직접 주는 게 더 좋을 것 같아요.,0,직접 주는 게 더 좋을 것 같아요.
기프트콘 선물해볼까?,직접 주는 게 더 좋을 것 같아요.,0,직접 주는 게 더 좋을 것 같아요.
기프트콘 주면 좋아할까?,직접 주는 게 더 좋을 것 같아요.,0,직접 주는 게 더 좋을 것 같아요.
기프트콘으로 선물 받았어,좋겠네요.,0,좋겠네요.
기프트콘으로 선물 해야겠다,직접 주는 게 더 좋을 것 같아요.,0,직접 주는 게 더 좋을 것 같아요.
기회를 놓쳤어,더 좋은 기회가 올 거예요.,0,더 좋은 기회가 올 거예요.
기회를 못 잡았어,더 좋은 기회가 올 거예요.,0,더 좋은 기회가 올 거예요.
기획사니까 당연히 예쁜 애들 많겠지,연예인을 준비하니 일반인보다 다 예쁘겠죠.,0,연예인을 준비하니 일반인보다 다 예쁘겠죠.
기획사에 예쁜 애들 많겠지,연예인을 준비하니 일반인보다 다 예쁘겠죠.,0,연예인을 준비하니 일반인보다 다 예쁘겠죠.
긴 머리 관리 어렵다.,그래서 저는 못 기르고 잘라요.,0,그래서 저는 못 기르고 잘라요.
긴 머리 관리하는 거 힘들다,그래서 저는 못 기르고 잘라요.,0,그래서 저는 못 기르고 잘라요.
긴 시간이 걸렸지만 괜찮아.,괜찮아지고 있어 다행이에요.,0,괜찮아지고 있어 다행이에요.
긴장 푸는 법 알려줘,크게 숨한 번 쉬어 보세요,0,크게 숨한 번 쉬어 보세요
긴장돼,크게 숨한 번 쉬어 보세요,0,크게 숨한 번 쉬어 보세요
긴장돼서 땀나네,미리 긴장하지 마세요.,0,미리 긴장하지 마세요.
길거리에서 연락처 물어보면 줘도 되나,마음에 들면 줘보세요.,0,마음에 들면 줘보세요.
길에서 담배 피우는 사람 싫어,저도 싫어요.,0,저도 싫어요.
길에서 번호 따였어,잘 해보세요.,0,잘 해보세요.
길에서 전번 물어보면 줘도 되나,마음에 들면 줘보세요.,0,마음에 들면 줘보세요.
길에서 헌팅 당했어,잘 해보세요.,0,잘 해보세요.
길은 멀고 해는 진다,그래도 넘을 수 있을 거예요.,0,그래도 넘을 수 있을 거예요.
길이 미끄러워서 미끄러질뻔했어,조심하세요.,0,조심하세요.
길이 안보여,너무 낙담하지 마세요.,0,너무 낙담하지 마세요.
길이 얼어서 미끄러질뻔했어,조심하세요.,0,조심하세요.
길이 얼었어,미끄러우니 조심하세요.,0,미끄러우니 조심하세요.
김떡순 먹고 싶어.,건강을 위해 조금씩 드세요.,0,건강을 위해 조금씩 드세요.
김치도 없네,마트 갑시다.,0,마트 갑시다.
김치볶음밥 먹어야지,맛있는 식사시간 되시길 바랄게요.,0,맛있는 식사시간 되시길 바랄게요.
김치볶음밥이나 만들어 먹어야지,맛있는 식사시간 되시길 바랄게요.,0,맛있는 식사시간 되시길 바랄게요.
김치찌개 먹고 싶어,맛있죠!,0,맛있죠!
까아 오빠들 컴백한다,기다렸나봐요.,0,기다렸나봐요.
깜깜한데 전기 안들어오네,조금만 기다리면 다시 전기가 들어올거예요.,0,조금만 기다리면 다시 전기가 들어올거예요.
깡 마른 거 같아,적당해요.,0,적당해요.
꼴 사나워질 것 같은데,스스로 단단해지세요.,0,스스로 단단해지세요.
꽃 받고 싶다,제가 드리고 싶네요.,0,제가 드리고 싶네요.
꽃 사고 싶어,집안 분위기가 바뀔 거예요.,0,집안 분위기가 바뀔 거예요.
꽃 살까?,집안 분위기가 바뀔 거예요.,0,집안 분위기가 바뀔 거예요.
꽃 선물 좋아할까,꽃 선물은 언제나 좋죠.,0,꽃 선물은 언제나 좋죠.
꽃 선물해 볼까,꽃 선물은 언제나 좋죠.,0,꽃 선물은 언제나 좋죠.
꽃 예쁘게 말렸어,솜씨가 좋으시네요.,0,솜씨가 좋으시네요.
꽃게탕 맛있다.,기분 좋아 보이세요.,0,기분 좋아 보이세요.
꽃게탕 진짜 밥도둑,기분 좋아 보이세요.,0,기분 좋아 보이세요.
꽃꽂이 배우는 중,마음의 안정을 취하기 좋은 취미네요.,0,마음의 안정을 취하기 좋은 취미네요.
꽃꽂이 배우니까 좋다,마음의 안정을 취하기 좋은 취미네요.,0,마음의 안정을 취하기 좋은 취미네요.
꽃놀이 가고 싶어,벚꽃 계절이 다가왔네요.,0,벚꽃 계절이 다가왔네요.
꽃다발 말려봐야지,거꾸로 해서 드라이플라워 만들어보세요.,0,거꾸로 해서 드라이플라워 만들어보세요.
꽃다발 말리면 에쁘겠지.,거꾸로 해서 드라이플라워 만들어보세요.,0,거꾸로 해서 드라이플라워 만들어보세요.
꽃다발 받았어,부러워요!,0,부러워요!
꽃다발 샀어,멋진 선물이네요.,0,멋진 선물이네요.
꽃다발 선물 괜찮지?,센스있는 선물이에요.,0,센스있는 선물이에요.
꽃다발 선물 받았어,부러워요!,0,부러워요!
꽃다발 선물 어때?,센스있는 선물이에요.,0,센스있는 선물이에요.
꽃다발 준비했어,멋진 선물이네요.,0,멋진 선물이네요.
꽃바구니 선물이랑 과일 바구니 선물 뭐가 좋아?,받는 사람이 부럽네요.,0,받는 사람이 부럽네요.
꽃바구니가 좋을까 과일바구니까 좋을까,받는 사람이 부럽네요.,0,받는 사람이 부럽네요.
